F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Y
53,K3,242606,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
17,K3,270942,R12,3,Q1,P5,M6,caucasian,Male,0,0,48,Mexico,0
30,K3,94235,R2,9,Q1,P7,M6,caucasian,Male,0,0,40,USA,0
49,K3,71195,R4,14,Q1,P4,M1,caucasian,Male,0,0,60,USA,0
19,K3,104112,R2,9,Q1,P6,M5,black,Male,0,0,30,Haiti,0
45,K3,261192,R2,9,Q2,P5,M2,black,Male,0,0,40,USA,0
26,K3,94936,R7,12,Q1,P6,M1,caucasian,Male,0,0,40,USA,0
38,K3,296478,R8,11,Q2,P7,M2,caucasian,Male,7298,0,40,USA,1
36,K1,119272,R2,9,Q2,P12,M2,caucasian,Male,7298,0,40,USA,1
33,K3,85043,R2,9,Q1,P9,M1,caucasian,Male,0,0,20,USA,0
22,K1,293364,R6,10,Q1,P12,M4,black,Female,0,0,40,USA,0
43,K2,241895,R1,13,Q1,P6,M1,caucasian,Male,0,0,42,USA,0
67,,36135,R3,7,Q2,,M2,caucasian,Male,0,0,8,USA,0
30,,151989,R8,11,Q3,,M5,caucasian,Female,0,0,40,USA,0
56,K3,101128,R7,12,Q4,P5,M1,caucasian,Male,0,0,25,Iran,0
31,K3,156464,R1,13,Q1,P4,M4,caucasian,Male,0,0,25,USA,0
33,K3,117963,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
26,K3,192262,R2,9,Q2,P5,M2,caucasian,Male,0,0,40,USA,0
33,K3,111363,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
46,K5,329752,R3,7,Q2,P8,M2,caucasian,Male,0,0,30,USA,0
59,,372020,R1,13,Q2,,M2,caucasian,Male,0,0,40,USA,1
38,K4,95432,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
65,K3,161400,R3,7,Q7,P5,M5,other,Male,0,0,40,USA,0
40,K3,96129,R8,11,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
42,K3,111949,R2,9,Q2,P1,M3,caucasian,Female,0,0,35,USA,0
26,K2,117125,R5,5,Q2,P7,M2,caucasian,Male,0,0,40,Portugal,0
36,K3,348022,R13,6,Q2,P5,M3,caucasian,Female,0,0,24,USA,0
62,K3,270092,R4,14,Q2,P4,M2,caucasian,Male,0,0,40,USA,1
43,K3,180609,R1,13,Q2,P8,M2,caucasian,Male,0,0,45,USA,0
43,K3,174575,R1,13,Q3,P2,M1,caucasian,Male,0,1564,45,USA,1
22,K3,410439,R2,9,Q4,P6,M1,caucasian,Male,0,0,55,USA,0
28,K3,92262,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
56,K2,183081,R6,10,Q2,P6,M2,caucasian,Male,0,0,45,USA,0
22,K3,362589,R7,12,Q1,P6,M1,caucasian,Female,0,0,15,USA,0
57,K3,212448,R1,13,Q3,P2,M1,caucasian,Female,0,0,45,USA,1
39,K3,481060,R2,9,Q3,P6,M5,caucasian,Female,0,0,40,USA,0
26,K4,185885,R6,10,Q1,P1,M5,caucasian,Female,0,0,15,USA,0
17,K3,89821,R3,7,Q1,P5,M4,caucasian,Male,0,0,10,USA,0
40,K1,184018,R8,11,Q2,P10,M2,caucasian,Male,0,0,38,USA,1
45,K3,256649,R2,9,Q2,P10,M2,black,Male,0,0,40,USA,0
44,K3,160323,R2,9,Q1,P7,M1,black,Male,0,0,40,USA,0
20,K5,350845,R6,10,Q1,P1,M4,caucasian,Female,0,0,10,USA,0
33,K3,267404,R2,9,Q2,P7,M3,caucasian,Female,0,0,40,USA,0
23,K3,35633,R6,10,Q1,P6,M1,caucasian,Male,0,0,40,USA,0
46,K2,80914,R4,14,Q3,P2,M1,caucasian,Male,0,0,30,USA,0
38,K3,172927,R2,9,Q2,P6,M2,caucasian,Male,0,0,50,USA,0
54,K3,174319,R2,9,Q3,P8,M1,caucasian,Male,0,0,40,USA,0
46,K3,214955,R12,3,Q3,P7,M1,caucasian,Female,0,2339,45,USA,0
25,K3,344991,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
46,K3,108699,R6,10,Q3,P6,M1,caucasian,Female,0,0,40,USA,0
36,K5,117312,R6,10,Q2,P8,M3,caucasian,Female,0,0,40,USA,0
23,K3,396099,R2,9,Q1,P5,M1,caucasian,Female,0,0,25,USA,0
29,K3,134152,R2,9,Q5,P10,M1,caucasian,Male,0,0,40,USA,0
44,K3,162028,R6,10,Q2,P1,M3,caucasian,Female,0,2415,6,USA,1
19,K3,25429,R6,10,Q1,P1,M4,caucasian,Female,0,0,16,USA,0
19,K3,232392,R2,9,Q1,P5,M6,caucasian,Female,0,0,40,USA,0
35,K3,220098,R2,9,Q2,P5,M3,caucasian,Female,0,0,40,USA,1
27,K3,301302,R1,13,Q1,P7,M1,caucasian,Male,0,0,50,USA,0
46,K2,277946,R7,12,Q5,P7,M1,caucasian,Male,0,0,40,USA,0
34,K1,98101,R1,13,Q2,P2,M2,caucasian,Male,7688,0,45,,1
34,K3,196164,R2,9,Q1,P5,M1,caucasian,Female,0,0,35,USA,0
44,K3,115562,R6,10,Q2,P11,M2,caucasian,Male,0,0,40,USA,0
45,K3,96975,R6,10,Q3,P3,M5,caucasian,Female,0,0,40,USA,0
20,,137300,R2,9,Q1,,M6,caucasian,Female,0,0,35,USA,0
25,K3,86872,R1,13,Q2,P2,M2,caucasian,Male,0,0,55,USA,1
52,K6,132178,R1,13,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
20,K3,416103,R6,10,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
28,K3,108574,R6,10,Q1,P5,M1,caucasian,Female,0,0,40,USA,0
50,K1,288353,R1,13,Q2,P12,M2,caucasian,Male,0,0,40,USA,1
34,K3,227689,R8,11,Q3,P11,M1,caucasian,Female,0,0,64,USA,0
28,K3,166481,R9,4,Q2,P3,M2,other,Male,0,2179,40,Puerto-Rico,0
41,K3,445382,R4,14,Q2,P2,M2,caucasian,Male,0,1977,65,USA,1
28,K3,110145,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,0
46,K2,317253,R2,9,Q2,P7,M2,caucasian,Male,0,0,25,USA,0
28,,123147,R6,10,Q2,,M3,caucasian,Female,0,1887,40,USA,1
32,K3,364657,R6,10,Q2,P2,M2,caucasian,Male,0,0,50,USA,0
41,K5,42346,R6,10,Q3,P5,M1,black,Female,0,0,24,USA,0
24,K3,241951,R2,9,Q1,P3,M5,black,Female,0,0,40,USA,0
33,K3,118500,R6,10,Q3,P2,M5,caucasian,Female,0,0,40,USA,0
46,K3,188386,R10,16,Q2,P2,M2,caucasian,Male,15024,0,60,USA,1
31,K1,1033222,R6,10,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
35,K3,92440,R16,8,Q3,P7,M1,caucasian,Male,0,0,50,USA,1
52,K3,190762,R14,2,Q2,P10,M2,caucasian,Male,0,0,40,Mexico,0
30,K3,426017,R3,7,Q1,P5,M4,caucasian,Female,0,0,19,USA,0
34,K5,243867,R3,7,Q5,P10,M1,black,Male,0,0,40,USA,0
34,K1,240283,R2,9,Q3,P8,M5,caucasian,Female,0,0,40,USA,0
20,K3,61777,R6,10,Q2,P6,M2,caucasian,Male,0,0,30,USA,0
17,K3,175024,R3,7,Q1,P3,M4,caucasian,Male,2176,0,18,USA,0
32,K1,92003,R1,13,Q2,P2,M3,caucasian,Female,0,0,40,USA,1
29,K3,188401,R2,9,Q3,P9,M1,caucasian,Male,0,0,40,USA,0
33,K3,228528,R13,6,Q1,P7,M5,caucasian,Female,0,0,35,USA,0
25,K3,133373,R2,9,Q2,P8,M2,caucasian,Male,0,0,60,USA,0
36,K4,255191,R4,14,Q1,P4,M1,caucasian,Male,0,1408,40,USA,0
23,K3,204653,R2,9,Q1,P3,M1,caucasian,Male,0,0,72,Dominican-Republic,0
63,K6,222289,R2,9,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
47,K5,287480,R4,14,Q2,P4,M2,caucasian,Male,0,0,40,USA,0
80,,107762,R2,9,Q7,,M1,caucasian,Male,0,0,24,USA,0
17,,202521,R3,7,Q1,,M4,caucasian,Male,0,0,40,USA,0
40,K2,204116,R1,13,Q4,P4,M1,caucasian,Female,2174,0,40,USA,0
30,K3,29662,R7,12,Q2,P5,M3,caucasian,Female,0,0,25,USA,1
27,K3,116358,R6,10,Q1,P7,M4,asian,Male,0,1980,40,Philippines,0
33,K3,208405,R4,14,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
34,K5,284843,R2,9,Q1,P9,M1,black,Male,594,0,60,USA,0
34,K5,117018,R6,10,Q1,P12,M1,caucasian,Female,0,0,40,USA,0
23,K3,81281,R6,10,Q2,P1,M2,caucasian,Male,0,0,40,USA,0
42,K5,340148,R6,10,Q2,P1,M3,caucasian,Female,0,0,40,USA,0
29,K3,363425,R1,13,Q1,P4,M1,caucasian,Male,0,0,40,USA,0
45,K3,45857,R2,9,Q3,P1,M1,caucasian,Female,0,0,28,USA,0
24,K4,191073,R2,9,Q1,P13,M4,caucasian,Male,0,0,40,USA,0
44,K3,116632,R6,10,Q2,P4,M2,caucasian,Male,0,0,40,USA,1
27,K3,405855,R5,5,Q1,P7,M6,caucasian,Male,0,0,40,Mexico,0
20,K3,298227,R6,10,Q1,P6,M1,caucasian,Male,0,0,35,USA,0
44,K3,290521,R2,9,Q7,P2,M5,black,Female,0,0,40,USA,0
51,K3,56915,R2,9,Q2,P7,M2,american,Male,0,0,40,USA,0
20,K3,146538,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
17,,258872,R3,7,Q1,,M4,caucasian,Female,0,0,5,USA,0
19,K3,206399,R2,9,Q1,P10,M4,black,Female,0,0,40,USA,0
45,K6,197332,R6,10,Q2,P7,M2,caucasian,Male,0,0,55,USA,1
60,K3,245062,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
42,K3,197583,R7,12,Q2,P2,M2,black,Male,0,0,40,,1
44,K2,234885,R2,9,Q2,P6,M3,caucasian,Female,0,0,40,USA,1
40,K3,72887,R8,11,Q2,P10,M2,asian,Male,0,0,40,USA,1
30,K3,180374,R2,9,Q2,P2,M3,caucasian,Female,0,0,40,USA,0
38,K3,351299,R6,10,Q2,P8,M2,black,Male,0,0,50,USA,0
23,K3,54012,R2,9,Q2,P8,M2,caucasian,Male,0,0,60,USA,0
32,,115745,R6,10,Q2,,M2,caucasian,Male,0,0,40,USA,0
44,K3,116632,R7,12,Q1,P9,M4,caucasian,Male,0,0,40,USA,0
54,K5,288825,R2,9,Q2,P8,M2,black,Male,0,0,40,USA,0
32,K3,132601,R1,13,Q2,P4,M2,caucasian,Male,0,0,50,USA,0
50,K3,193374,R14,2,Q4,P7,M5,caucasian,Male,0,0,40,USA,0
24,K3,170070,R1,13,Q1,P11,M1,caucasian,Female,0,0,20,USA,0
37,K3,126708,R2,9,Q2,P1,M3,caucasian,Female,0,0,60,USA,0
52,K3,35598,R2,9,Q3,P8,M5,caucasian,Male,0,0,40,USA,0
38,K3,33983,R6,10,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
49,K3,192776,R4,14,Q2,P2,M2,caucasian,Male,0,1977,45,USA,1
30,K3,118551,R1,13,Q2,P11,M3,caucasian,Female,0,0,16,USA,1
60,K3,201965,R6,10,Q1,P4,M5,caucasian,Male,0,0,40,USA,1
22,,139883,R6,10,Q1,,M4,caucasian,Male,0,0,40,USA,0
35,K3,285020,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
30,K3,303990,R2,9,Q1,P8,M1,caucasian,Male,0,0,60,USA,0
67,K3,49401,R8,11,Q3,P5,M1,caucasian,Female,0,0,24,USA,0
46,K3,279196,R1,13,Q1,P7,M1,caucasian,Female,0,0,40,USA,0
17,K3,211870,R5,5,Q1,P5,M1,caucasian,Male,0,0,6,USA,0
22,K3,281432,R6,10,Q1,P3,M4,caucasian,Male,0,0,30,USA,0
27,K3,161155,R13,6,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
23,K3,197904,R2,9,Q1,P5,M5,caucasian,Female,0,0,35,USA,0
33,K3,111746,R7,12,Q2,P7,M2,caucasian,Male,0,0,45,Portugal,0
43,K2,170721,R6,10,Q2,P7,M2,caucasian,Male,0,0,20,USA,0
28,K1,70100,R1,13,Q1,P4,M1,caucasian,Male,0,0,20,USA,0
41,K3,193626,R2,9,Q4,P7,M5,caucasian,Female,0,0,40,USA,0
52,,271749,R16,8,Q1,,M6,black,Male,594,0,40,USA,0
25,K3,189775,R6,10,Q4,P1,M4,black,Female,0,0,20,USA,0
63,,401531,R14,2,Q2,,M2,caucasian,Male,0,0,35,USA,0
59,K5,286967,R2,9,Q2,P8,M2,caucasian,Male,0,0,45,USA,0
45,K5,164427,R1,13,Q3,P4,M5,caucasian,Female,0,0,40,USA,0
38,K3,91039,R1,13,Q2,P6,M2,caucasian,Male,15024,0,60,USA,1
40,K3,347934,R2,9,Q1,P5,M1,caucasian,Female,0,0,35,USA,0
46,K4,371373,R2,9,Q3,P1,M1,caucasian,Male,0,0,40,USA,0
35,K3,32220,R7,12,Q1,P2,M1,caucasian,Female,0,0,60,USA,0
34,K3,187251,R2,9,Q3,P4,M5,caucasian,Female,0,0,25,USA,0
33,K3,178107,R1,13,Q1,P7,M4,caucasian,Male,0,0,20,USA,0
41,K3,343121,R2,9,Q3,P1,M5,caucasian,Female,0,0,36,USA,0
20,K3,262749,R6,10,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
23,K3,403107,R12,3,Q1,P5,M4,caucasian,Male,0,0,40,El-Salvador,0
26,K3,64293,R6,10,Q1,P4,M1,caucasian,Female,0,0,35,USA,0
72,,303588,R2,9,Q2,,M2,caucasian,Male,0,0,20,USA,0
23,K5,324960,R2,9,Q1,P9,M1,caucasian,Male,0,0,40,Poland,0
62,K5,114060,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
52,K3,48925,R6,10,Q2,P1,M2,caucasian,Male,0,0,40,USA,0
58,K3,180980,R6,10,Q3,P5,M5,caucasian,Female,0,0,42,France,0
25,K3,181054,R1,13,Q1,P6,M1,caucasian,Female,0,0,40,USA,0
24,K3,388093,R1,13,Q1,P2,M1,black,Male,0,0,40,USA,0
19,K3,249609,R6,10,Q1,P12,M4,caucasian,Male,0,0,8,USA,0
43,K3,112131,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
47,K5,543162,R2,9,Q5,P1,M5,black,Female,0,0,40,USA,0
39,K3,91996,R2,9,Q3,P5,M5,caucasian,Female,0,0,40,USA,0
49,K3,141944,R8,11,Q4,P3,M5,caucasian,Male,0,1380,42,USA,0
53,,251804,R12,3,Q7,,M5,black,Female,0,0,30,USA,0
32,K3,37070,R8,11,Q1,P7,M1,caucasian,Male,0,0,45,USA,0
34,K3,337587,R6,10,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
28,K3,189346,R2,9,Q3,P7,M1,caucasian,Male,0,0,45,USA,0
57,,222216,R8,11,Q7,,M5,caucasian,Female,0,0,38,USA,0
25,K3,267044,R6,10,Q1,P1,M1,american,Female,0,0,20,USA,0
20,,214635,R6,10,Q1,,M4,caucasian,Male,0,0,24,USA,0
21,,204226,R6,10,Q1,,M5,caucasian,Female,0,0,35,USA,0
34,K3,108116,R1,13,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
38,K6,99146,R1,13,Q2,P2,M2,caucasian,Male,15024,0,80,USA,1
50,K3,196232,R2,9,Q2,P2,M2,caucasian,Male,7688,0,50,USA,1
24,K5,248344,R6,10,Q3,P3,M1,black,Male,0,0,50,USA,0
37,K5,186035,R6,10,Q2,P11,M2,caucasian,Male,0,0,45,USA,1
44,K3,177905,R6,10,Q3,P10,M5,caucasian,Male,0,0,58,USA,1
28,K3,85812,R6,10,Q2,P6,M3,caucasian,Female,0,0,40,USA,0
42,K3,221172,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
74,K3,99183,R6,10,Q3,P1,M1,caucasian,Female,0,0,9,USA,0
38,K2,190387,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
44,K2,202692,R4,14,Q2,P4,M2,caucasian,Male,0,0,40,USA,0
44,K3,109339,R3,7,Q3,P10,M5,other,Female,0,0,46,Puerto-Rico,0
26,K3,108658,R2,9,Q1,P10,M1,caucasian,Male,0,0,40,USA,0
36,K3,197202,R2,9,Q2,P5,M2,black,Male,0,0,40,USA,0
41,K3,101739,R7,12,Q2,P2,M3,caucasian,Female,0,0,50,USA,1
67,K3,231559,R11,15,Q2,P4,M2,caucasian,Male,20051,0,48,USA,1
39,K5,207853,R16,8,Q2,P11,M2,caucasian,Male,0,0,50,USA,0
57,K3,190942,R14,2,Q7,P14,M1,black,Female,0,0,30,USA,0
29,K3,102345,R8,11,Q5,P7,M1,caucasian,Male,0,0,40,USA,0
31,K6,41493,R1,13,Q1,P9,M1,caucasian,Female,0,0,45,USA,0
34,,190027,R2,9,Q1,,M5,black,Female,0,0,40,USA,0
44,K3,210525,R6,10,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
29,K3,133937,R10,16,Q1,P4,M4,caucasian,Male,0,0,40,USA,0
30,K3,237903,R6,10,Q1,P3,M5,caucasian,Female,0,0,40,USA,0
27,K3,163862,R2,9,Q1,P8,M1,caucasian,Male,0,0,40,USA,0
27,K3,201872,R6,10,Q2,P6,M2,caucasian,Male,0,0,50,USA,0
32,K3,84179,R2,9,Q1,P3,M1,caucasian,Female,0,0,45,USA,0
58,K3,51662,R13,6,Q2,P5,M3,caucasian,Female,0,0,8,USA,0
35,K5,233327,R6,10,Q2,P12,M2,caucasian,Male,0,0,40,USA,0
21,K3,259510,R2,9,Q1,P3,M4,caucasian,Male,0,0,36,USA,0
28,K3,184831,R6,10,Q1,P7,M5,caucasian,Male,0,0,40,USA,0
46,K2,245724,R6,10,Q3,P2,M1,caucasian,Male,0,0,50,USA,0
36,K2,27053,R2,9,Q5,P5,M5,caucasian,Female,0,0,40,USA,0
72,K3,205343,R3,7,Q7,P1,M5,caucasian,Female,0,0,40,USA,0
35,K3,229328,R2,9,Q2,P10,M3,black,Female,0,0,40,USA,0
33,K4,319560,R8,11,Q3,P7,M5,black,Female,0,0,40,USA,1
69,K3,136218,R3,7,Q1,P10,M1,caucasian,Female,0,0,40,USA,0
35,K3,54576,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
31,K3,323069,R2,9,Q5,P1,M5,caucasian,Female,0,0,20,,0
34,K3,148291,R2,9,Q2,P11,M3,caucasian,Female,0,0,32,USA,0
30,K3,152453,R3,7,Q2,P5,M2,caucasian,Male,0,0,40,Mexico,0
28,K3,114053,R1,13,Q1,P8,M1,caucasian,Male,0,0,55,USA,0
54,K3,212960,R1,13,Q2,P6,M2,caucasian,Male,0,0,35,USA,1
47,K3,264052,R6,10,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
24,K3,82804,R2,9,Q1,P3,M5,black,Female,0,0,40,USA,0
52,K2,334273,R1,13,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
20,K3,27337,R2,9,Q1,P3,M4,american,Male,0,0,48,USA,0
43,K6,188436,R4,14,Q2,P2,M2,caucasian,Male,5013,0,45,USA,0
45,K3,433665,R9,4,Q5,P5,M5,caucasian,Female,0,0,40,Mexico,0
29,K2,110663,R2,9,Q5,P7,M1,caucasian,Male,0,0,35,USA,0
47,K3,87490,R4,14,Q3,P2,M5,caucasian,Male,0,0,42,USA,0
24,K3,354351,R2,9,Q1,P7,M4,caucasian,Male,0,0,40,USA,0
51,K3,95469,R2,9,Q2,P4,M2,caucasian,Male,0,0,40,USA,0
17,K3,242718,R3,7,Q1,P6,M4,caucasian,Male,0,0,12,USA,0
37,K3,22463,R8,11,Q2,P7,M2,caucasian,Male,0,1977,40,USA,1
27,K3,158156,R10,16,Q1,P4,M1,caucasian,Female,0,0,70,USA,0
29,K3,350162,R1,13,Q2,P2,M3,caucasian,Male,0,0,40,USA,1
18,,165532,R16,8,Q1,,M4,caucasian,Male,0,0,25,USA,0
36,K2,28738,R7,12,Q3,P6,M5,caucasian,Female,0,0,35,USA,0
58,K5,283635,R1,13,Q1,P4,M1,caucasian,Female,0,0,40,USA,0
26,K2,86646,R6,10,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
65,,195733,R6,10,Q2,,M2,caucasian,Male,0,0,30,USA,1
57,K3,69884,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
59,K3,199713,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
27,K3,181659,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
31,K2,340939,R1,13,Q1,P11,M1,caucasian,Male,0,0,40,USA,0
21,K3,197747,R6,10,Q1,P6,M4,caucasian,Female,0,0,24,USA,0
29,K3,34292,R6,10,Q1,P1,M1,caucasian,Male,0,0,60,USA,0
18,K3,156764,R3,7,Q1,P5,M4,caucasian,Male,0,0,40,USA,0
52,K3,25826,R13,6,Q2,P7,M2,caucasian,Male,0,1887,47,USA,1
57,K6,103948,R1,13,Q3,P4,M1,caucasian,Male,0,0,80,USA,0
42,,137390,R2,9,Q2,,M2,caucasian,Male,0,0,40,USA,0
55,,105138,R2,9,Q2,,M3,asian,Female,0,0,40,USA,0
60,K3,39352,R9,4,Q1,P8,M1,caucasian,Male,0,0,48,USA,1
31,K3,168387,R1,13,Q2,P4,M2,caucasian,Male,7688,0,40,Canada,1
23,K3,117789,R1,13,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
27,K3,267147,R2,9,Q1,P6,M4,caucasian,Male,0,0,40,USA,0
23,,99399,R6,10,Q1,,M5,american,Female,0,0,25,USA,0
42,K2,214242,R11,15,Q2,P4,M2,caucasian,Male,0,1902,50,USA,1
25,K3,200408,R6,10,Q1,P11,M1,caucasian,Male,2174,0,40,USA,0
49,K3,136455,R1,13,Q1,P4,M1,caucasian,Female,0,0,45,USA,0
32,K3,239824,R1,13,Q1,P11,M1,caucasian,Male,0,0,40,USA,0
19,K3,217039,R6,10,Q1,P1,M4,caucasian,Male,0,0,28,USA,0
60,K3,51290,R9,4,Q3,P5,M1,caucasian,Female,0,0,40,USA,0
42,K5,175674,R5,5,Q2,P5,M2,caucasian,Male,0,0,40,USA,0
35,K2,194404,R7,12,Q1,P9,M1,caucasian,Male,0,0,40,USA,0
48,K3,45612,R2,9,Q1,P1,M5,black,Female,0,0,37,USA,0
51,K3,410114,R4,14,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
29,K3,182521,R2,9,Q1,P7,M1,american,Male,0,0,40,USA,0
36,K5,339772,R2,9,Q5,P2,M1,black,Male,0,0,40,USA,0
17,K3,169658,R13,6,Q1,P5,M4,caucasian,Female,0,0,21,USA,0
52,K3,200853,R4,14,Q3,P4,M1,caucasian,Female,6849,0,60,USA,0
24,K3,247564,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
24,K3,249909,R2,9,Q2,P3,M2,caucasian,Male,0,0,50,USA,0
26,K5,208122,R1,13,Q1,P4,M4,caucasian,Male,1055,0,40,USA,0
27,K3,109881,R1,13,Q1,P5,M4,caucasian,Female,0,0,20,USA,0
39,K3,207824,R2,9,Q1,P3,M4,caucasian,Male,0,0,60,USA,0
30,K3,369027,R2,9,Q2,P8,M2,black,Male,0,0,45,USA,0
50,K2,114117,R2,9,Q2,P2,M2,caucasian,Male,0,0,32,USA,0
52,K6,51048,R1,13,Q2,P6,M2,caucasian,Male,0,0,55,USA,0
46,K3,102388,R11,15,Q2,P4,M2,caucasian,Male,15024,0,45,USA,1
23,K3,190483,R1,13,Q1,P6,M4,caucasian,Female,0,0,20,USA,0
45,K3,462440,R3,7,Q7,P5,M1,black,Female,0,0,20,USA,0
65,K3,109351,R5,5,Q7,P14,M5,black,Female,0,0,24,USA,0
29,K3,34383,R8,11,Q2,P8,M2,caucasian,Male,0,0,55,USA,0
47,K3,241832,R5,5,Q4,P3,M5,caucasian,Male,0,0,40,El-Salvador,0
30,K3,124187,R2,9,Q1,P9,M4,black,Male,0,0,60,USA,0
34,K3,153614,R2,9,Q2,P6,M2,caucasian,Male,0,0,45,USA,1
38,K2,267556,R2,9,Q2,P6,M2,caucasian,Male,0,0,64,USA,0
33,K3,205469,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
49,K3,268090,R1,13,Q2,P6,M2,caucasian,Male,0,0,26,USA,1
47,K2,165039,R6,10,Q1,P5,M5,black,Female,0,0,40,USA,0
49,K5,120451,R13,6,Q5,P5,M5,black,Female,0,0,40,USA,0
43,K3,154374,R6,10,Q2,P7,M2,caucasian,Male,15024,0,60,USA,1
30,K3,103649,R1,13,Q2,P1,M3,black,Female,0,0,40,USA,1
58,K2,35723,R2,9,Q2,P7,M2,caucasian,Male,0,0,60,USA,0
19,K3,262601,R2,9,Q1,P5,M4,caucasian,Female,0,0,14,USA,0
21,K3,226181,R1,13,Q1,P3,M1,caucasian,Male,0,0,40,USA,0
33,K3,175697,R1,13,Q2,P2,M2,caucasian,Male,15024,0,60,USA,1
47,K6,248145,R12,3,Q2,P8,M2,caucasian,Male,0,0,50,Cuba,0
52,K2,289436,R10,16,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
26,K3,75654,R2,9,Q3,P7,M1,caucasian,Male,0,0,55,USA,0
60,K3,199378,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
21,K3,160968,R6,10,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
36,K3,188563,R6,10,Q2,P6,M2,caucasian,Male,5178,0,50,USA,1
31,K3,55849,R6,10,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
50,K6,195322,R10,16,Q5,P4,M1,caucasian,Male,0,0,40,USA,1
31,K5,402089,R2,9,Q3,P1,M5,caucasian,Female,0,0,40,USA,0
71,K3,78277,R2,9,Q2,P7,M2,caucasian,Male,0,0,15,USA,0
58,,158611,R2,9,Q2,,M2,caucasian,Male,0,0,50,USA,0
30,K1,169496,R1,13,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
20,K3,130959,R6,10,Q1,P5,M4,caucasian,Male,0,0,20,USA,0
24,K3,556660,R2,9,Q1,P2,M6,caucasian,Male,4101,0,50,USA,0
35,K3,292472,R10,16,Q2,P4,M2,asian,Male,0,0,40,Taiwan,1
38,K1,143774,R6,10,Q5,P2,M1,caucasian,Female,0,0,45,USA,0
27,K3,288341,R2,9,Q1,P10,M4,caucasian,Female,0,0,32,USA,0
29,K1,71592,R6,10,Q1,P1,M5,asian,Female,0,0,40,Philippines,0
70,,167358,R5,5,Q7,,M5,caucasian,Female,1111,0,15,USA,0
34,K3,106742,R2,9,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
44,K3,219288,R9,4,Q2,P7,M2,caucasian,Male,0,0,35,USA,0
43,K3,174524,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,1
44,K2,335183,R16,8,Q2,P3,M2,black,Male,0,0,40,USA,1
35,K3,261293,R4,14,Q1,P6,M1,caucasian,Male,0,0,60,USA,0
27,K3,111900,R6,10,Q1,P4,M1,caucasian,Male,0,0,40,USA,0
43,K5,194360,R4,14,Q1,P4,M1,caucasian,Male,0,0,38,USA,0
20,K3,81145,R6,10,Q1,P6,M1,caucasian,Female,0,0,25,USA,0
42,K3,341204,R7,12,Q3,P4,M5,caucasian,Female,8614,0,40,USA,1
27,K1,249362,R6,10,Q2,P8,M2,caucasian,Male,3411,0,40,USA,0
42,K3,247019,R2,9,Q2,P7,M2,black,Male,0,0,40,USA,1
20,,114746,R3,7,Q4,,M4,asian,Female,0,1762,40,South,0
24,K3,172146,R5,5,Q1,P10,M1,caucasian,Male,0,1721,40,USA,0
